GRID_CODE;JSOW;JRIP
44058;73.64919281;214.2007599
44059;72.97449493;212.9189606
44060;72.09600067;211.3045197
44061;71.40491486;209.6506195
44062;70.37408447;208.5606384
44063;70.54953003;208.9230042
44063;69.64549255;208.3009338
44066;67.12126923;207.2015991
44067;65.48557281;207.0586548
44067;63.84141541;205.5941772
44068;64.29389954;206.4268646
44069;63.49717712;206.6000977
44070;63.52945328;206.9349365
44071;63.8015976;207.0370331
44072;63.93642807;206.9682159
44073;62.83426285;206.7753601
44074;61.13363647;206.0430756
44075;59.95223618;204.9637299
44076;58.39369583;204.8370209
44077;57.20394135;207.3229523
44078;57.56053543;213.6703186
44079;58.41686249;214.8325653
44080;60.87001419;-9999
44081;64.37648773;-9999
44082;67.09315491;-9999
44083;69.54979706;-9999
44084;73.27228546;-9999
44085;72.56800842;-9999
44086;70.36656952;-9999
44087;66.5259552;-9999
44088;67.51370239;-9999
45041;65.01877594;204.8956604
45041;65.7118988;206.0265808
45042;65.49286652;205.4648132
45043;65.79130554;205.7644196
45044;65.879776;206.5577545
45045;66.65148163;207.0609131
45046;67.38768768;207.4723358
45047;67.86221313;207.8633881
45048;68.14951324;208.6676483
45049;68.4991684;209.4964752
45050;69.36374664;210.073822
45051;70.33652496;210.9111023
45052;70.97023773;211.7285156
45053;71.7071228;212.6043854
45054;72.55595398;213.4410248
45055;73.35810089;214.1441345
45056;74.39431;215.2627411
45057;74.83270264;215.5886841
45058;75.1940918;215.3017883
45059;75.4379425;215.4379425
45060;73.96572113;213.8048859
45061;73.29860687;211.8412781
45062;72.56221771;209.7145538
45063;71.51296997;209.484848
45065;69.50775146;208.566452
45066;68.70104218;208.6912842
45066;68.47168732;208.1834869
45067;67.3861618;208.9419403
45068;66.50884247;208.2674866
45069;66.43912506;208.3770142
45070;66.79013824;208.7880402
45071;67.01705933;208.7732391
45072;66.95223236;208.47612
45073;66.77054596;208.4660034
45074;66.12265015;209.0270691
45075;64.93299866;208.1231842
45076;63.22890472;206.7658081
45077;62.33953476;209.1134033
45078;61.51965714;213.3472443
45079;61.07329559;217.0125732
45080;61.79101944;215.9831848
45081;62.03607178;216.6811066
45082;62.62808609;-9999
45083;64.86018372;-9999
45084;67.22900391;-9999
45085;66.25096893;-9999
45086;65.44535065;-9999
45087;67.2009964;-9999
45088;69.23847198;-9999
45089;69.60382843;-9999
46041;66.05751801;206.625824
46042;66.5086441;207.2173767
46043;66.73258209;207.7497711
46044;66.93366241;208.4627075
46045;67.50882721;209.0667572
46046;68.31034851;209.4760284
46047;68.71162415;210.0211639
46048;69.09488678;210.6929932
46049;69.51940155;211.3740692
46050;70.55004883;211.9807281
46051;71.51569366;212.7416382
46052;72.28596497;213.6281738
46053;72.86991882;214.5798187
46054;73.68548584;215.4607086
46055;74.41362;215.8918915
46056;75.15354919;216.1535492
46057;75.7803421;216.735199
46058;76.12984467;216.292038
46059;76.51210785;216.9166565
46060;76.57740784;215.9423828
46061;75.07543182;214.5029449
46062;74.3529129;212.4418335
46063;73.71147919;210.8045349
46063;74.18049622;211.315094
46064;73.88717651;211.0889587
46065;71.26189423;210.0126343
46066;70.50384521;209.6193695
46067;69.75274658;209.1881409
46068;68.94339752;209.107254
46069;68.76239777;209.4311829
46070;69.02487183;209.9277496
46071;69.57223511;210.0236359
46072;69.80437469;210.1005554
46073;69.71150208;210.4183197
46074;70.29720306;210.724762
46075;69.38830566;210.5579071
46076;68.15798187;209.7971802
46077;67.70617676;211.7646027
46078;67.01054382;215.2158356
46079;65.10708618;218.9438019
46080;63.33993149;221.7457733
46081;61.77778625;223.2940979
46082;61.84347534;218.9025726
46083;62;215.0655975
46084;65.22058868;214.6329498
46085;64.76160431;-9999
46086;69.61374664;-9999
46087;71.43666077;-9999
46088;71.37121582;-9999
46089;70.66773224;-9999
47042;67.27124786;208.6544189
47042;67.81054688;209.6404572
47043;67.79489136;209.6143951
47044;68.09764099;210.3182983
47045;68.42961884;211.0196075
47046;68.99829865;211.5678558
47047;69.43177032;212.2364807
47048;69.8781662;212.8897705
47049;70.64191437;213.4584198
47050;71.55570221;214.0103302
47051;72.23101044;214.5508118
47052;73.02059174;215.0205994
47053;74.07049561;216.0704956
47054;74.83415985;216.8341522
47055;75.51576996;217.6691437
47056;76.10157776;218.5427551
47057;76.5836792;217.7523193
47058;77.11363983;217.2362823
47059;77.1462326;217.4987793
47060;78.19711304;217.0771332
47061;77.56391144;217.1277313
47062;76.73049927;215.1658325
47063;75.57445526;213.6338501
47064;74.58950806;211.6449432
47065;73.74980927;211.5396118
47066;73.05698395;210.5118866
47067;72.11330414;210.0445404
47068;71.31990814;210
47069;71.18547821;210.4083862
47070;71.32285309;211.0401611
47071;71.72837067;211.4161835
47072;72.16441345;211.7771301
47073;72.51136017;212.2138214
47074;73.28384399;212.3050385
47075;73.29921722;212.7972412
47076;72.65656281;212.7710419
47077;71.27853394;212.6959534
47078;70.86518097;218.1348114
47079;66.18093872;223.6383667
47080;62.69260406;229.3074036
47081;65.15477753;225.5068665
47082;64.91638947;217.7879639
47083;62.59230042;210.5368195
47084;70.62766266;213.662735
47085;78.27462769;218.3624725
47086;78.67695618;217.3137817
47087;76.08576965;-9999
47088;74.1933136;-9999
47089;74.15808105;-9999
48042;68.63316345;211.2354889
48043;69.07419586;211.6460266
48044;69.42092133;212.0215149
48045;69.73517609;212.7384796
48046;70.04184723;213.361084
48047;70.55154419;213.9392242
48048;71.35556793;214.4450531
48049;72.34754181;214.9973755
48050;72.80221558;215.6840515
48051;73.14222717;216.1602783
48052;74.08091736;216.9678345
48053;74.90328217;217.7410583
48054;75.82109833;218.3166962
48055;76.17201233;219.2745667
48056;77;218.5010986
48057;77.53025055;218.9777832
48058;77.93156433;218.680603
48059;78;218.3639679
48060;78.77236938;218.8977356
48061;79.77825928;219.6694794
48062;79.06340027;218.2115784
48063;77.77467346;216.6858521
48064;76.8706665;214.5855713
48065;75.70504761;214.4606781
48066;75.20240784;212.2032166
48067;74.1472702;211.1127777
48068;73.61877441;211.1055145
48069;73.44172668;211.7636566
48070;73.58553314;212.2607117
48071;74.19922638;212.4801483
48072;74.40518951;213.2025909
48073;74.96059418;213.4803009
48074;75.17948151;213.496994
48075;75.81687164;213.8779144
48076;76.19974518;214.5520477
48077;75.37531281;215.526413
48078;69.28955078;216.2146606
48079;63.00809097;217.2108154
48080;65.19544983;227.2312012
48081;71.32944489;227.3940887
48082;71.46385956;219.3704834
48083;69.47637177;214.9880524
48084;69.59299469;213.8279877
48085;71.26722717;215.3803711
48086;76.70402527;224.0509491
48087;74.123909;222.6048126
48088;73.72259521;217.359375
48089;74.35426331;216.7407227
49041;70.50249481;213.8265076
49042;70.14202881;213.1420288
49043;70.39793396;213.5039978
49044;70.79177094;213.7983398
49045;71.05693054;214.3356934
49046;71.28604889;214.975296
49047;71.87341309;215.5327148
49048;72.47383881;215.9135437
49049;73.49023438;216.4437561
49050;73.68267822;217.2325439
49051;74.59210205;217.9099274
49052;75.20503998;218.6336212
49053;76.16905975;219.4906311
49054;77;220.6797028
49055;77.6233139;220.3529968
49056;77.63037872;220.6303864
49057;78.07422638;219.9612579
49058;78.84033966;219.840332
49059;79;219.3061676
49060;79.4318924;219.4307404
49061;80.43994141;220.440918
49062;80.39677429;220.3967743
49063;80.08506775;220.2552032
49064;79.27616119;217.8826141
49065;78;217.7531891
49066;77.63425446;214.7754822
49067;76.86914825;212.9028168
49068;75.89078522;212.623764
49069;75.84912872;213.1705475
49070;76.02794647;213.4543304
49071;76.77046204;213.5313263
49072;76.93585968;214.1858978
49073;77.18552399;214.5927582
49074;76.69755554;212.2382202
49075;74.86042023;213.638443
49076;73.4874115;212.5387573
49077;69.68012238;212.1086578
49078;66.73983765;212.7398376
49079;67.32427216;214.5630188
49080;72.2590332;220.2472534
49081;76.89815521;229.8938446
49082;78.09770203;225.0214233
49083;78.12503815;220.3128662
49084;74.82991028;215.9893036
49085;67.1199646;214.4057617
49086;69.37117004;219.5518799
49087;69.56346893;220.5751343
49088;67.10720062;217.8457489
49089;70.35160828;217.5511627
49090;71.7549057;217.5044403
50041;71.49214935;215.1466675
50042;71.4056778;214.6176758
50043;71.53132629;215.0095673
50044;71.86872864;215.3030853
50045;72.08360291;215.7086487
50046;72.37747192;216.4078217
50047;72.83999634;217.0413971
50048;73.38900757;217.4040375
50049;74.42764282;217.8753662
50050;74.6047821;218.6825104
50051;75.45953369;219.4896393
50052;76.31190491;220.3119049
50053;77.14141083;221.07724
50054;77.51464844;221.2707672
50055;78.41049957;221.9108429
50056;78.70849609;221
50057;79;221
50058;79.35621643;221.5534668
50059;79.89391327;221
50060;80;220.9412689
50061;80.5715332;221.0108795
50062;81.59191895;221.8942719
50063;82.5109787;222.6313934
50064;81.28302002;221.5825806
50065;80.43749237;219.5749054
50066;80.06137085;217.4110107
50067;78.66384125;215.3130646
50068;77.86564636;213.8656464
50069;77.94777679;214.2487793
50070;78.27380371;213.5753937
50071;78.78688812;214.8934479
50072;77.92609406;212.7429657
50073;77.27580261;210.7738953
50074;76.75366211;209.0969543
50075;70.32324982;209.0861816
50076;66.01746368;208.2025299
50077;65.75589752;211.4856415
50078;66.21324158;209.1051788
50079;71.36843109;210.1018524
50080;76.44692993;212.8951569
50081;81.57431793;222.0296173
50082;76.58124542;222.182785
50083;80.02526093;220.4253387
50084;81.33981323;218.3296661
50085;72.35752869;216.1993866
50086;69.75572205;215.9305878
50087;70.1449585;217.1894989
50088;70.27297974;216.2553864
50089;71.21183014;217.2624664
50090;70.93476105;217.8888245
50090;70.46289825;217.9338074
50095;80.12321472;-9999
50096;81.0619278;-9999
50097;81.27516937;-9999
51040;73.19594574;217.898941
51041;72.63493347;216.8729553
51042;72.44154358;216.4810181
51043;72.664711;216.515152
51044;72.86805725;216.8020935
51045;73.04153442;217.0830688
51046;73.43379974;217.90802
51047;74.02811432;218.6001892
51048;74.69586182;218.9661865
51049;75.32806396;219.331131
51050;76.0442276;220.0442352
51051;76.8473587;220.8473511
51052;77.65357208;221.6535797
51053;78.46300507;221.8856049
51054;79.13498688;222.2002258
51055;79.48928833;222.6185608
51056;79.75157928;222.5031586
51057;80;222.2253265
51058;80.18215179;221.6805725
51059;80.56053925;221.568161
51060;80.87397766;221.8739777
51061;81.31809235;221.9442749
51062;82.04688263;222.0400391
51063;83;223.6404114
51064;83.54869843;223.7070313
51065;82.87944031;222.2474213
51066;82.19950104;220.961319
51067;81.04493713;218.5561218
51068;80.17021942;217.0895691
51069;79.66060638;213.0881042
51070;80.17830658;212.0655975
51071;78.86297607;209.8117371
51072;76.92922974;207.6639099
51073;74.91572571;205.6824036
51074;71.2636795;205.623291
51075;70.46554565;207.8411102
51076;69.71307373;210.2079926
51077;69.91958618;214.0404053
51078;71.65924835;214.0500641
51079;73.75863647;209.8005676
51080;76.41236877;206.9221344
51081;81.08618927;212.4206238
51082;70.89177704;215.2953339
51083;66.52487183;218.2376709
51084;74.95517731;219.928772
51085;75.6155777;218.2864532
51086;70.91575623;221.0007782
51087;71.84985352;220.1327972
51088;73.36518097;219.7566986
51089;75.72275543;218.2619019
51090;78.50250244;217.2889862
51094;82.15761566;213.069809
51095;82.43552399;211.7618713
51096;82.69470215;-9999
51097;83.05902863;-9999
51098;84.02777863;-9999
52040;74.13083649;219.5962677
52041;74.01638794;218.8296204
52042;74.02806854;218.4690857
52043;74.03985596;218.4940796
52044;73.92038727;218.6390228
52045;74.18949127;219.1286926
52046;74.70187378;219.6777802
52047;75.19194031;220.1847687
52048;75.77488708;220.6120453
52049;76.36791992;221.0502777
52050;77.30902863;221.8964386
52051;78.06026459;222.6439514
52052;78.56680298;222.931427
52053;79.3007431;223.2939148
52054;79.73948669;223.5709229
52055;80.29983521;223.568985
52056;80.54031372;223.5403137
52057;81;223.4238434
52058;81.1008606;223.3697052
52059;81.15962219;222.7409058
52060;81.91248322;222.9766998
52061;82;222.0777435
52062;82.87571716;222.9306946
52063;83.34719849;224.328598
52064;84.68952942;224.9575195
52065;84.49887085;225
52066;83.14485931;222.4345856
52067;82.24619293;219.7549591
52068;81.03448486;217.4865875
52069;80.58868408;210.2605591
52070;80.49245453;204.7178802
52071;78.54734039;203.602005
52072;76.36106873;203.7838745
52073;74.59061432;204.1942291
52074;73.05343628;204.4762421
52075;73.67767334;208.1724396
52076;73.42826843;211.6760254
52077;73.6434021;214.1957855
52078;76.87303925;222.0474243
52079;78.67208862;216.4556885
52080;76.62399292;209.6794891
52081;76.14304352;207.713913
52082;72.4211731;215.2711945
52083;63.17904663;222.2131195
52084;67.33114624;223.8245544
52085;71.24594116;221.3271484
52086;70.43054199;225.5468445
52087;73.6680069;222.7949982
52088;77.50643921;220.9016113
52089;80.6151123;218.3638153
52090;83.03354645;216.7590942
52094;84.04771423;214.4036102
52095;84.48959351;215.2484589
52096;84.70431519;214.3665314
52097;85.17007446;212.0896149
52098;85.68411255;209.7742767
52099;86.60217285;-9999
52101;92.41916656;-9999
52102;98.41610718;-9999
52102;94.0664444;-9999
53037;75.18136597;221.4537048
53038;75.99639893;222.0115509
53039;75.5794754;221.5656433
53040;75.44652557;221.1855316
53041;75.39819336;220.7391357
53042;75.44416046;220.5237885
53043;75.570755;220.5510864
53044;75.58246613;220.4971466
53045;75.79470062;220.9185944
53046;75.99957275;221.5506744
53047;76.25762177;221.9170837
53048;76.64448547;222.4315796
53049;77.45632935;223.0799408
53050;78.33205414;223.635376
53051;78.77726746;223.848877
53052;79.33367157;224.1838379
53053;79.96691132;224.6830902
53054;80.28575897;224.7317352
53055;80.8605957;224.446701
53056;81.28526306;224.2852631
53057;81.4737854;224.3955841
53058;82;223.9846649
53059;82.33565521;223.931778
53060;82.66256714;223.6729736
53061;82.85107422;223.7308197
53062;83.27922058;223.6219482
53063;83.91903687;224.4294891
53064;84.94101715;225.8932343
53065;85.00611877;225.6099854
53066;84.50943756;223.0188751
53067;82.74178314;220.927948
53068;81.2250061;216.8356018
53069;80.81080627;209.3863831
53070;80.91103363;202
53071;79.14173889;201.9415283
53072;78.44154358;202.7028503
53073;76.81258392;203.1728516
53074;76.23897552;204.9689636
53075;76.79049683;208.259613
53076;76.00333405;209.0745392
53077;77.74688721;216.8405762
53078;81.28516388;228.3255768
53079;78.65847778;220.4991302
53080;73.38854218;212.8952637
53081;71.75550079;212.6271973
53082;71.50524139;214.3480225
53083;70.77313995;221.8218994
53084;67.56640625;222.5125275
53085;67.19181061;218.6472626
53086;73.40323639;220.5530243
53087;76.79350281;219.2370453
53088;81.56580353;218.9451599
53089;85.48445129;217.4733124
53090;88.01837921;216.2212524
53091;90.20009613;216
53092;89.93669891;216.0015717
53093;88.5461731;216.4800262
53094;87.02597809;217.5628967
53095;85.68857574;217.4370728
53096;86.2804184;216.6172943
53097;86.96616364;215.188858
53098;86.65307617;211.3923798
53098;87.00809479;208.9692993
53099;87.55268097;207.6924438
53100;88.72478485;206.1234589
53100;87.48699188;-9999
