GRID_CODE;JSOW;JHAR
46068;106.4856262;286.0794067
46069;105.3525467;283.2689209
46070;104.4514389;280.5804138
46071;104.7506638;279.451416
46072;105.7907333;278.4049072
46073;107.5644073;277.0602112
46074;109.1816864;276.3046265
46075;110.1644287;277.7301025
46076;113.4258881;277.4124146
46077;119.8059235;275.3616333
46078;121.7782135;274.3920898
46079;118.5393066;273.0516052
46080;119.5347824;271.3201294
46081;123.0749435;272.135376
46082;124.6629562;273.8323669
46083;120.0252304;272.7402344
46084;117.2743225;268.602356
46085;116.6305771;262.8513794
46086;118.3115768;267.2391968
46087;118.1880569;265.7053833
46088;117.7642899;261.1933289
46089;116.650528;258.4128418
47042;126.0947266;293.5869141
47042;126.3913803;293.7578735
47043;126.0762711;293.0137939
47044;126;293
47045;126;293
47046;126;293
47047;126;293
47048;126;293
47049;126;292.8938599
47050;126;292.8183289
47051;126;292.7245789
47052;126;292
47053;125.1022034;292
47054;119.9618988;292
47055;109.4564285;261.8450623
47056;107.745903;287.6764832
47057;107.9196701;291.4940796
47058;106.4725571;291.0343018
47059;106;291.5012207
47060;106;291.5859375
47061;106;291.4639282
47062;106;290.3054504
47063;106;291.0758667
47064;106;292.3534546
47065;110.1791763;290.9997559
47066;110.6447296;289.4833984
47067;108.9479904;288.0887451
47068;108.3199081;286.639801
47069;106.9847031;284.0686646
47070;104.9154968;280.3330994
47071;103.896019;278.0634155
47072;104.5330887;276.9152222
47073;105.9536514;276.5950928
47074;107.0424805;277.3050537
47075;107.1030273;279.1922302
47076;112.388237;277.9794006
47077;120.3236771;275
47078;124.2905731;274.3097839
47079;121.8724213;268.9102173
47080;121.6090317;274.3909607
47081;122.6943283;277.2224426
47082;123.3551331;275.9980164
47083;122.0615311;275
47084;121.7068329;274.0816345
47085;121.0841064;273.3513489
47086;120.2039719;271.68927
47087;119.1162415;271.7776794
47088;117.8299789;270.5799255
47089;117.3639221;273.5937805
48042;126.0317535;293.7180481
48043;126;293.069458
48044;126;293
48045;126;293
48046;126;293
48047;126;293
48048;126;293
48049;126;292.6353149
48050;126;292.1458435
48051;126;292
48052;126;288.6955261
48053;126;286.1355591
48054;124.2990875;292.4956055
48055;117.089653;288.9755249
48056;113.0450668;290.920166
48057;112.7922974;290.5302429
48058;111.2661591;284.9132996
48059;107.6365738;284.2900085
48060;108.1816864;291.4102478
48061;106;291.9845886
48062;110.0938873;288.7422485
48063;115.1704025;289.2475586
48064;114.6293564;292.27948
48065;117.3991089;243.4379883
48066;111.4147568;290.1960754
48067;111.0345001;287.3383179
48068;109.6187668;283.4880676
48069;109.0844803;285.8630676
48070;107.7180023;283.1560059
48071;106.1969604;279.7168274
48072;102.8575592;276.465332
48073;103.5002823;277.9411621
48074;104.1914902;279.861969
48075;104.9302368;280.7558289
48076;112.4105301;278.0471802
48077;119.3746872;275.8685608
48078;121.6711578;274.9386597
48079;117.9919128;274.0504456
48080;119.1422195;276.789917
48081;122.5529633;279.113739
48082;123.7625885;276.2557068
48083;123.7092438;274.4883118
48084;121.6755066;276.2615051
48085;121.1280136;272.1409912
48086;118.8871002;271.1720886
48087;117.4927673;273.6600342
48088;117.3164368;276.09375
48089;117.8169327;278.620697
49041;125.3212128;293.1346436
49042;126.953949;293.3349609
49043;126.3716583;293
49044;126.0131531;293
49045;126;293
49046;126;293
49047;126;293
49048;126;293
49049;126;292.6611633
49050;126;292.2299805
49051;126;292
49052;126;289.5978088
49053;126.4215469;288.4788513
49054;127.3202972;292.5011292
49055;124.7180862;291.5406189
49056;118.1906891;289.7154541
49057;118.1839294;292.0742188
49058;119.7220078;292.2009888
49059;117.4009628;272.4541321
49060;115.0741272;290.1099548
49061;116.900032;289.7628174
49062;123.4657669;287.1903381
49063;130.4184418;289.75177
49064;126.1433029;290.0696106
49065;123.418663;283.2348022
49066;115.6274033;288.3862915
49067;112.8691483;285.8225403
49068;112.2857132;286.0299988
49069;111.1866302;285.1472778
49070;110.78936;285.9771423
49071;110.5939713;284.895752
49072;107.0639496;287.1793823
